n 		 spin_accpt		Ecalc		 Mabs_calc
7361		809691		-488.637413		164.093466
7371		777102		-500.675621		193.078822
7381		805629		-491.397914		171.629860
7391		806587		-491.365715		177.864971
7401		798526		-493.999730		175.209566
7411		788275		-498.834705		190.801781
7421		811151		-490.530656		173.560706
7431		800023		-494.884672		182.205356
7441		821991		-487.724231		162.941003
7451		802120		-495.354717		183.434170
7461		815528		-490.143412		171.381316
7471		799691		-496.398876		185.862401
7481		817269		-490.407700		176.434701
7491		809245		-494.321185		180.245628
7501		816930		-491.740835		178.099987
7511		797144		-499.228864		190.223139
7521		815194		-492.769047		179.232549
7531		806619		-496.029213		186.769884
7541		838843		-485.372762		162.584803
7551		803869		-498.534234		194.023838
7561		841555		-484.846449		164.843539
7571		824070		-491.786554		176.345001
7581		797513		-501.231500		198.006068
7591		804216		-499.313924		195.645106
7601		816882		-495.075911		185.638205
7611		813496		-497.033241		189.022467
7621		824523		-493.849101		176.539299
7631		826716		-493.243874		174.938540
7641		840665		-488.933386		169.676482
7651		819969		-496.425565		185.223892
7661		814045		-498.858113		191.793238
7671		831699		-492.917742		182.484943
7681		818761		-497.605520		191.406848
7691		806261		-502.765830		198.711481
7701		841517		-490.745617		176.151409
7711		840412		-491.570484		176.603813
7721		810718		-502.176402		196.520658
7731		837805		-492.562928		176.836632
7741		809711		-503.553546		196.609224
7751		856723		-487.451942		163.870210
7761		847072		-491.015591		170.488339
7771		834906		-495.420409		182.746622
7781		829240		-497.932914		184.774708
7791		842363		-494.324734		176.824284
7801		856488		-489.722856		169.699526
7811		848751		-492.936628		176.674690
7821		845447		-494.138345		178.397647
7831		836060		-497.055293		185.241221
7841		850820		-493.151384		179.096289
7851		876052		-484.517132		153.152974
7861		868254		-487.414833		168.485943
7871		842017		-496.622538		185.116250
7881		857471		-491.804593		175.884279
7891		857027		-492.251426		175.076416
7901		858493		-492.250601		174.800658
7911		836793		-500.206801		192.073568
7921		869528		-489.268527		170.605479
7931		872017		-488.933552		172.593368
7941		872514		-489.105150		170.185115
7951		871174		-490.032449		166.876619
7961		883332		-486.311267		166.205502
7971		845108		-499.014427		190.446619
7981		864651		-493.092595		183.303847
7991		860584		-494.818671		175.562508
