n 		 spin_accpt		Ecalc		 Mabs_calc
4891		1350		-798.917195		399.724392
4901		1476		-798.777392		399.686186
4911		1422		-798.880065		399.714926
4921		1468		-798.763666		399.684211
4931		1456		-798.816467		399.699047
4941		1540		-798.767051		399.679417
4951		1545		-798.670976		399.658251
4961		1444		-798.890546		399.718202
4971		1334		-798.928988		399.728425
4981		1502		-798.794620		399.692030
4991		1440		-798.863554		399.709076
5001		1396		-798.927415		399.728454
5011		1458		-798.840950		399.704650
5021		1470		-798.856801		399.709221
5031		1446		-798.890877		399.718147
5041		1532		-798.855783		399.707994
5051		1516		-798.823995		399.700257
5061		1528		-798.777317		399.684252
5071		1495		-798.803392		399.693157
5081		1398		-798.981303		399.740996
5091		1468		-798.951090		399.731683
5101		1550		-798.782200		399.689473
5111		1516		-798.840149		399.703385
5121		1542		-798.836165		399.702792
5131		1482		-798.861041		399.709218
5141		1478		-798.937172		399.729625
5151		1508		-798.925257		399.726655
5161		1518		-798.853711		399.704708
5171		1538		-798.855154		399.709534
5181		1502		-798.953870		399.732870
5191		1606		-798.740127		399.679445
5201		1626		-798.719477		399.671986
5211		1522		-798.831702		399.704088
5221		1483		-798.859989		399.709634
5231		1502		-798.835404		399.701778
5241		1462		-798.921580		399.724480
5251		1504		-798.855075		399.707103
5261		1508		-798.884623		399.713743
5271		1634		-798.812370		399.696073
5281		1514		-798.932020		399.727703
5291		1530		-798.949915		399.731620
5301		1546		-798.851537		399.707980
5311		1514		-798.884579		399.716438
5321		1642		-798.782936		399.688780
5331		1482		-798.888014		399.716001
5341		1554		-798.872870		399.712788
5351		1580		-798.849561		399.707718
5361		1580		-798.899459		399.719455
5371		1540		-798.832992		399.701732
5381		1563		-798.925850		399.726817
5391		1620		-798.777963		399.687999
5401		1608		-798.799482		399.694501
5411		1518		-798.958418		399.735724
5421		1533		-798.811289		399.695997
5431		1536		-798.907015		399.722703
5441		1520		-798.928138		399.727624
5451		1510		-798.896349		399.720418
5461		1557		-798.846365		399.705915
5471		1526		-798.925242		399.726558
5481		1558		-798.892903		399.717935
5491		1584		-798.921872		399.724276
5501		1526		-798.980549		399.740411
5511		1632		-798.837235		399.702776
5521		1664		-798.869045		399.711284
5531		1555		-798.879045		399.715061
5541		1576		-798.874571		399.713770
5551		1552		-798.889569		399.717889
5561		1604		-798.926092		399.725229
5571		1562		-798.940226		399.731108
5581		1602		-798.849669		399.707221
5591		1560		-798.907530		399.722053
5601		1616		-798.874487		399.713623
5611		1524		-798.919979		399.726965
5621		1490		-798.977406		399.742395
5631		1560		-798.958622		399.735038
5641		1674		-798.791704		399.690126
5651		1657		-798.854716		399.707662
5661		1682		-798.786787		399.688041
5671		1678		-798.840416		399.704109
5681		1608		-798.876254		399.715191
5691		1636		-798.825514		399.700580
5701		1722		-798.798106		399.691633
5711		1668		-798.840133		399.706181
5721		1698		-798.847055		399.707044
5731		1686		-798.800907		399.695341
5741		1634		-798.941648		399.729664
5751		1642		-798.846114		399.708225
5761		1728		-798.770352		399.684777
5771		1715		-798.823081		399.699879
5781		1740		-798.885314		399.716312
5791		1666		-798.874115		399.712312
5801		1632		-798.894673		399.717980
5811		1686		-798.772673		399.687489
5821		1760		-798.874420		399.713108
5831		1696		-798.855085		399.708112
5841		1636		-798.851567		399.707584
5851		1706		-798.863100		399.709451
5861		1662		-798.860263		399.709947
5871		1796		-798.822006		399.700221
5881		1778		-798.856657		399.709233
5891		1688		-798.874215		399.712782
5901		1680		-798.798170		399.693950
5911		1769		-798.882084		399.713754
5921		1748		-798.769127		399.687553
5931		1836		-798.744225		399.679987
5941		1726		-798.887729		399.715536
5951		1782		-798.844564		399.705932
5961		1648		-799.043114		399.757088
5971		1734		-798.847094		399.706917
5981		1682		-798.880455		399.715432
5991		1682		-798.818895		399.697212
6001		1762		-798.878187		399.714048
6011		1664		-798.919980		399.724505
6021		1738		-798.980236		399.739910
6031		1687		-798.931520		399.727408
6041		1858		-798.799537		399.693097
6051		1732		-798.855726		399.707486
6061		1762		-798.857614		399.708629
6071		1711		-798.913523		399.723275
6081		1842		-798.820589		399.699063
6091		1912		-798.703661		399.667050
6101		1696		-798.892641		399.719062
6111		1642		-798.954672		399.732286
6121		1674		-798.986440		399.742526
6131		1830		-798.847170		399.707389
6141		1784		-798.851653		399.705911
6151		1732		-798.861323		399.709966
6161		1836		-798.791755		399.692907
6171		1756		-798.864366		399.709934
6181		1776		-798.890147		399.719139
6191		1688		-798.922953		399.726700
6201		1798		-798.841477		399.703919
6211		1742		-798.900016		399.717276
6221		1814		-798.922360		399.725125
6231		1980		-798.782860		399.688974
6241		1816		-798.920045		399.725044
6251		1802		-798.877620		399.710126
6261		1756		-798.916467		399.724964
6271		1794		-798.828257		399.699888
6281		1728		-798.874701		399.713103
6291		1755		-798.871404		399.711334
6301		1774		-798.894779		399.712744
6311		1944		-798.720330		399.672952
6321		1755		-798.925486		399.726942
6331		1942		-798.814089		399.697994
6341		1781		-798.873364		399.713294
6351		1888		-798.885215		399.715006
6361		1844		-798.836032		399.703820
6371		1892		-798.825302		399.698948
6381		1820		-798.829024		399.703495
6391		1825		-798.869660		399.711469
6401		1886		-798.893298		399.719106
6411		1862		-798.934956		399.729527
6421		1918		-798.855007		399.709080
6431		1854		-798.892241		399.717618
6441		1860		-798.862909		399.710914
6451		1806		-798.849171		399.707952
6461		1784		-798.899861		399.720167
6471		1960		-798.764951		399.683820
6481		1930		-798.875482		399.713933
6491		1988		-798.729318		399.675551
6501		1874		-798.838333		399.703738
6511		1808		-798.881278		399.714637
6521		1810		-798.959055		399.734703
6531		2105		-798.733425		399.676007
6541		1878		-798.860725		399.708301
6551		1817		-798.912532		399.722485
6561		1798		-798.959305		399.735711
6571		2004		-798.758180		399.679501
6581		2002		-798.817201		399.700349
6591		2002		-798.788044		399.690487
6601		1924		-798.846235		399.707014
6611		1877		-798.888519		399.715928
6621		1868		-798.905301		399.721492
6631		1914		-798.855678		399.707736
6641		1834		-798.873664		399.715404
6651		1845		-798.866937		399.712224
6661		1996		-798.807987		399.695241
6671		1920		-798.911707		399.720881
6681		1928		-798.848675		399.706631
6691		1942		-798.821701		399.699596
6701		1928		-798.915983		399.724220
6711		2012		-798.799583		399.694829
6721		1958		-798.890046		399.716114
6731		1970		-798.886347		399.714753
6741		1966		-798.879691		399.714286
6751		1966		-798.860021		399.710265
6761		1946		-798.926194		399.726963
6771		1948		-798.884655		399.715552
6781		1862		-798.898688		399.720395
6791		2018		-798.895008		399.719629
6801		1948		-798.913689		399.723570
6811		2024		-798.872412		399.711643
6821		2092		-798.817769		399.698285
6831		1906		-798.948324		399.733568
6841		1862		-798.972665		399.738342
6851		2070		-798.838126		399.702233
6861		2104		-798.796677		399.693922
6871		1928		-798.958521		399.733663
6881		2031		-798.894347		399.718646
6891		1960		-798.876796		399.712959
6901		1989		-798.927692		399.726127
6911		2096		-798.767183		399.685718
6921		2014		-798.885710		399.716226
6931		2114		-798.790362		399.691819
6941		2064		-798.747155		399.679873
